,player_url,player_name,player_pos,liga,minutes_played_20_21,minutes_played_21_22,minutes_played_22_23,minutes_played_23_24,minutes_played_24_25,player_age_23_24,num_lesiones_20_21,num_lesiones_21_22,num_lesiones_22_23,num_lesiones_23_24,num_lesiones_24_25,dias_lesionado_20_21,dias_lesionado_21_22,dias_lesionado_22_23,dias_lesionado_23_24,dias_lesionado_24_25,lesionado_24_25,lesiones_antes_20_21,dias_antes_20_21,tendencia_lesiones,prom_lesiones_ult_3,propension_lesion20_21,propension_lesion21_22,propension_lesion22_23,propension_lesion23_24,carga_total_minutos,total_lesiones_previas,player_age_23_24_cuadrado,num_Articular/Ligamentosa_20/21,num_Muscular/Sobrecarga_20/21,num_No lesion/Manejo fisico_20/21,num_Osea_20/21,num_Otros_20/21,num_Tendinosa_20/21,num_Traumatica inespecifica_20/21,num_Articular/Ligamentosa_21/22,num_Muscular/Sobrecarga_21/22,num_No lesion/Manejo fisico_21/22,num_Osea_21/22,num_Otros_21/22,num_Tendinosa_21/22,num_Traumatica inespecifica_21/22,num_Articular/Ligamentosa_22/23,num_Muscular/Sobrecarga_22/23,num_No lesion/Manejo fisico_22/23,num_Osea_22/23,num_Otros_22/23,num_Tendinosa_22/23,num_Traumatica inespecifica_22/23,num_Articular/Ligamentosa_23/24,num_Muscular/Sobrecarga_23/24,num_No lesion/Manejo fisico_23/24,num_Osea_23/24,num_Otros_23/24,num_Tendinosa_23/24,num_Traumatica inespecifica_23/24,dias_Articular/Ligamentosa_20/21,dias_Muscular/Sobrecarga_20/21,dias_No lesion/Manejo fisico_20/21,dias_Osea_20/21,dias_Otros_20/21,dias_Tendinosa_20/21,dias_Traumatica inespecifica_20/21,dias_Articular/Ligamentosa_21/22,dias_Muscular/Sobrecarga_21/22,dias_No lesion/Manejo fisico_21/22,dias_Osea_21/22,dias_Otros_21/22,dias_Tendinosa_21/22,dias_Traumatica inespecifica_21/22,dias_Articular/Ligamentosa_22/23,dias_Muscular/Sobrecarga_22/23,dias_No lesion/Manejo fisico_22/23,dias_Osea_22/23,dias_Otros_22/23,dias_Tendinosa_22/23,dias_Traumatica inespecifica_22/23,dias_Articular/Ligamentosa_23/24,dias_Muscular/Sobrecarga_23/24,dias_No lesion/Manejo fisico_23/24,dias_Osea_23/24,dias_Otros_23/24,dias_Tendinosa_23/24,dias_Traumatica inespecifica_23/24,num_Articular/Ligamentosa_antes_20_21,num_Muscular/Sobrecarga_antes_20_21,num_No lesion/Manejo fisico_antes_20_21,num_Osea_antes_20_21,num_Otros_antes_20_21,num_Tendinosa_antes_20_21,num_Traumatica inespecifica_antes_20_21,dias_Articular/Ligamentosa_antes_20_21,dias_Muscular/Sobrecarga_antes_20_21,dias_No lesion/Manejo fisico_antes_20_21,dias_Osea_antes_20_21,dias_Otros_antes_20_21,dias_Tendinosa_antes_20_21,dias_Traumatica inespecifica_antes_20_21,total_num_Osea_20_21_a_23_24,total_dias_Osea_20_21_a_23_24,total_num_Articular/Ligamentosa_20_21_a_23_24,total_dias_Articular/Ligamentosa_20_21_a_23_24,total_num_Otros_20_21_a_23_24,total_dias_Otros_20_21_a_23_24,total_num_Muscular/Sobrecarga_20_21_a_23_24,total_dias_Muscular/Sobrecarga_20_21_a_23_24,total_num_Traumatica inespecifica_20_21_a_23_24,total_dias_Traumatica inespecifica_20_21_a_23_24,total_num_Tendinosa_20_21_a_23_24,total_dias_Tendinosa_20_21_a_23_24,total_num_No lesion/Manejo fisico_20_21_a_23_24,total_dias_No lesion/Manejo fisico_20_21_a_23_24,total_num_antes_20_21,total_dias_antes_20_21
5390,https://www.transfermarkt.com/mickael-malsa/profil/spieler/205569,Mickaël Malsa,Mediocampo,La Liga,2652.0,1227.0,154.0,0.0,0.0,27.0,0.0,1.0,2.0,0.0,0.0,0,34,20,0,0,0.0,0.0,0,-2.0,1.0,0.0,0.02768729641693811,0.12903225806451613,0.0,4033.0,3.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,2.0,49,1.0,5,0.0,0,0.0,0,0.0,0
5391,https://www.transfermarkt.com/mickael-nade/profil/spieler/494586,Mickaël Nadé,Central,Ligue 1,0.0,2928.0,0.0,0.0,2305.0,24.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,43,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2928.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,43
5392,https://www.transfermarkt.com/micky-van-de-ven/profil/spieler/557459,Micky van de Ven,Central,Premier League,0.0,189.0,3240.0,2523.0,1678.0,22.0,1.0,2.0,0.0,2.0,4.0,54,91,0,76,134,1.0,0.0,0,2.0,1.0,54.0,0.4789473684210526,0.0,0.030110935023771792,5952.0,5.0,484.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,25,0,54,14,77,0,0,13,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12,122,0,0,0,0,0,0.0,0,1.0,14,2.0,38,3.0,153,1.0,54,0.0,0,1.0,3,4.0,134
5393,https://www.transfermarkt.com/miguel-almiron/profil/spieler/272999,Miguel Almirón,Volante ofensivo,Premier League,2798.0,1757.0,2939.0,2739.0,412.0,29.0,2.0,0.0,1.0,1.0,0.0,23,0,32,35,0,0.0,8.0,133,0.0,1.0,0.008217220435869954,0.0,0.010884353741496598,0.012773722627737226,10233.0,4.0,841.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,32,0,0,0,0,0,35,0,0,0,6,0,0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0,118,0,0,0,0,15,0.0,0,2.0,51,1.0,6,1.0,32,1.0,7,0.0,0,0.0,0,8.0,266
5394,https://www.transfermarkt.com/miguel-angel-brau/profil/spieler/713649,Miguel Ángel Brau,Lateral,La Liga,0.0,0.0,0.0,30.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5395,https://www.transfermarkt.com/miguel-angel-morro/profil/spieler/607780,Miguel Ángel Morro,Arquero,La Liga,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5396,https://www.transfermarkt.com/miguel-angel-moya/profil/spieler/26065,Miguel Ángel Moyá,Arquero,La Liga,90.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,123,156,0,0,99,0,133,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12.0,511
5397,https://www.transfermarkt.com/miguel-atienza/profil/spieler/480955,Miguel Atienza,Mediocampo,La Liga,837.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5398,https://www.transfermarkt.com/miguel-azeez/profil/spieler/547533,Miguel Azeez,Mediocampo,Premier League,7.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5399,https://www.transfermarkt.com/miguel-baeza/profil/spieler/523977,Miguel Baeza,Volante ofensivo,La Liga,623.0,104.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0,0,0,0,214,263,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,214.0,727.0,1.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,263,0,0,0,0,0,0,0.0,0,1.0,214,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,263
5400,https://www.transfermarkt.com/miguel-benedi/profil/spieler/1064644,Miguel Benedi,Arquero,La Liga,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5401,https://www.transfermarkt.com/miguel-capitas/profil/spieler/628926,Miguel Capitas,Volante ofensivo,La Liga,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5402,https://www.transfermarkt.com/miguel-cifuentes/profil/spieler/175836,Miguel Cifuentes,Mediocampo,La Liga,697.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,22,0,0,0,0,0.0,1.0,47,0.0,0.3333333333333333,0.03151862464183381,0.0,0.0,0.0,697.0,1.0,1024.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1.0,22,0.0,0,0.0,0,0.0,0,1.0,94
