pais,liga,temporada,team_name,league,country,player_name,player_url,player_pos,player_age,nationality,in_squad,appearances,goals,minutes_played
England,Premier League,2020,Manchester City,Premier League,England,James Trafford,https://www.transfermarkt.com/james-trafford/profil/spieler/566799,Goalkeeper,17,England,6,0,0,0
England,Premier League,2020,Manchester City,Premier League,England,Ederson,https://www.transfermarkt.com/ederson/profil/spieler/238223,Goalkeeper,26,Brazil,56,48,0,4320
England,Premier League,2020,Manchester City,Premier League,England,Zack Steffen,https://www.transfermarkt.com/zack-steffen/profil/spieler/221624,Goalkeeper,25,United States,58,12,0,1080
England,Premier League,2020,Manchester City,Premier League,England,Scott Carson,https://www.transfermarkt.com/scott-carson/profil/spieler/14555,Goalkeeper,34,England,14,1,0,90
England,Premier League,2020,Manchester City,Premier League,England,Rúben Dias,https://www.transfermarkt.com/ruben-dias/profil/spieler/258004,Centre-Back,23,Portugal,55,50,1,4332
England,Premier League,2020,Manchester City,Premier League,England,John Stones,https://www.transfermarkt.com/john-stones/profil/spieler/186590,Centre-Back,26,England,53,35,5,2865
England,Premier League,2020,Manchester City,Premier League,England,Nathan Aké,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,Centre-Back,25,Netherlands,30,13,1,993
England,Premier League,2020,Manchester City,Premier League,England,Taylor Harwood-Bellis,https://www.transfermarkt.com/taylor-harwood-bellis/profil/spieler/503977,Centre-Back,18,England,9,4,0,227
England,Premier League,2020,Manchester City,Premier League,England,Oleksandr Zinchenko,https://www.transfermarkt.com/oleksandr-zinchenko/profil/spieler/203853,Left-Back,23,Ukraine,48,32,0,2330
England,Premier League,2020,Manchester City,Premier League,England,Eric García,https://www.transfermarkt.com/eric-garcia/profil/spieler/466794,Centre-Back,19,Spain,37,12,0,858
England,Premier League,2020,Manchester City,Premier League,England,Aymeric Laporte,https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553,Centre-Back,26,Spain,47,27,2,2250
England,Premier League,2020,Manchester City,Premier League,England,João Cancelo,https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,Right-Back,26,Portugal,55,43,3,3324
England,Premier League,2020,Manchester City,Premier League,England,Kyle Walker,https://www.transfermarkt.com/kyle-walker/profil/spieler/95424,Right-Back,30,England,54,42,2,3457
England,Premier League,2020,Manchester City,Premier League,England,Philippe Sandler,https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460,Centre-Back,23,Netherlands,0,0,0,0
England,Premier League,2020,Manchester City,Premier League,England,Benjamin Mendy,https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495,Left-Back,25,France,51,20,2,1524
England,Premier League,2020,Manchester City,Premier League,England,Nicolás Otamendi,https://www.transfermarkt.com/nicolas-otamendi/profil/spieler/54781,Centre-Back,32,Argentina,1,0,0,0
England,Premier League,2020,Manchester City,Premier League,England,Luke Mbete,https://www.transfermarkt.com/luke-mbete/profil/spieler/609883,Centre-Back,16,England,4,0,0,0
England,Premier League,2020,Manchester City,Premier League,England,Cole Palmer,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,Attacking Midfield,18,England,12,2,0,98
England,Premier League,2020,Manchester City,Premier League,England,Rodri,https://www.transfermarkt.com/rodri/profil/spieler/357565,Defensive Midfield,24,Spain,60,53,2,3992
England,Premier League,2020,Manchester City,Premier League,England,Bernardo Silva,https://www.transfermarkt.com/bernardo-silva/profil/spieler/241641,Attacking Midfield,25,Portugal,57,45,5,3319
England,Premier League,2020,Manchester City,Premier League,England,Felix Nmecha,https://www.transfermarkt.com/felix-nmecha/profil/spieler/406640,Central Midfield,19,Germany,9,2,0,50
England,Premier League,2020,Manchester City,Premier League,England,Kevin De Bruyne,https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755,Attacking Midfield,29,Belgium,47,40,10,3043
England,Premier League,2020,Manchester City,Premier League,England,Adrián Bernabé,https://www.transfermarkt.com/adrian-bernabe/profil/spieler/466802,Central Midfield,19,Spain,12,1,0,36
England,Premier League,2020,Manchester City,Premier League,England,Tommy Doyle,https://www.transfermarkt.com/tommy-doyle/profil/spieler/433183,Central Midfield,18,England,15,4,0,172
England,Premier League,2020,Manchester City,Premier League,England,İlkay Gündoğan,https://www.transfermarkt.com/ilkay-gundogan/profil/spieler/53622,Central Midfield,29,Germany,55,46,17,3383
England,Premier League,2020,Manchester City,Premier League,England,Claudio Gomes,https://www.transfermarkt.com/claudio-gomes/profil/spieler/395239,Defensive Midfield,19,France,2,1,0,18
England,Premier League,2020,Manchester City,Premier League,England,Fernandinho,https://www.transfermarkt.com/fernandinho/profil/spieler/26267,Defensive Midfield,35,Brazil,51,36,1,2173
England,Premier League,2020,Manchester City,Premier League,England,Phil Foden,https://www.transfermarkt.com/phil-foden/profil/spieler/406635,Right Winger,20,England,61,50,16,3376
England,Premier League,2020,Manchester City,Premier League,England,Ferran Torres,https://www.transfermarkt.com/ferran-torres/profil/spieler/398184,Centre-Forward,20,Spain,58,36,13,2111
England,Premier League,2020,Manchester City,Premier League,England,Liam Delap,https://www.transfermarkt.com/liam-delap/profil/spieler/610849,Centre-Forward,17,England,9,3,1,144
England,Premier League,2020,Manchester City,Premier League,England,Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,Centre-Forward,23,Brazil,49,42,14,2835
England,Premier League,2020,Manchester City,Premier League,England,Jack Harrison,https://www.transfermarkt.com/jack-harrison/profil/spieler/417346,Right Winger,23,England,0,0,0,0
England,Premier League,2020,Manchester City,Premier League,England,Raheem Sterling,https://www.transfermarkt.com/raheem-sterling/profil/spieler/134425,Right Winger,25,England,58,49,14,3704
England,Premier League,2020,Manchester City,Premier League,England,Riyad Mahrez,https://www.transfermarkt.com/riyad-mahrez/profil/spieler/171424,Right Winger,29,Algeria,60,48,14,3446
England,Premier League,2020,Manchester City,Premier League,England,Patrick Roberts,https://www.transfermarkt.com/patrick-roberts/profil/spieler/225452,Right Winger,23,England,0,0,0,0
England,Premier League,2020,Manchester City,Premier League,England,Sergio Agüero,https://www.transfermarkt.com/sergio-aguero/profil/spieler/26399,Centre-Forward,32,Argentina,32,20,6,720
England,Premier League,2020,Liverpool FC,Premier League,England,Alisson,https://www.transfermarkt.com/alisson/profil/spieler/105470,Goalkeeper,27,Brazil,43,42,1,3780
England,Premier League,2020,Liverpool FC,Premier League,England,Caoimhín Kelleher,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,Goalkeeper,21,Ireland,26,5,0,450
England,Premier League,2020,Liverpool FC,Premier League,England,Vitezslav Jaros,https://www.transfermarkt.com/vitezslav-jaros/profil/spieler/486604,Goalkeeper,18,Czech Republic,3,0,0,0
England,Premier League,2020,Liverpool FC,Premier League,England,Adrián,https://www.transfermarkt.com/adrian/profil/spieler/71271,Goalkeeper,33,Spain,43,6,0,540
England,Premier League,2020,Liverpool FC,Premier League,England,Harvey Davies,https://www.transfermarkt.com/harvey-davies/profil/spieler/706815,Goalkeeper,16,England,3,0,0,0
England,Premier League,2020,Liverpool FC,Premier League,England,Jakub Ojrzynski,https://www.transfermarkt.com/jakub-ojrzynski/profil/spieler/540630,Goalkeeper,17,Poland,1,0,0,0
England,Premier League,2020,Liverpool FC,Premier League,England,Liam Hughes,https://www.transfermarkt.com/liam-hughes/profil/spieler/494284,Goalkeeper,18,Northern Ireland,1,0,0,0
England,Premier League,2020,Liverpool FC,Premier League,England,Trent Alexander-Arnold,https://www.transfermarkt.com/trent-alexander-arnold/profil/spieler/314353,Right-Back,21,England,47,45,2,3835
England,Premier League,2020,Liverpool FC,Premier League,England,Virgil van Dijk,https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208,Centre-Back,28,Netherlands,8,8,1,567
England,Premier League,2020,Liverpool FC,Premier League,England,Sepp van den Berg,https://www.transfermarkt.com/sepp-van-den-berg/profil/spieler/541231,Centre-Back,18,Netherlands,1,0,0,0
England,Premier League,2020,Liverpool FC,Premier League,England,Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,Centre-Back,23,England,12,12,0,979
England,Premier League,2020,Liverpool FC,Premier League,England,Neco Williams,https://www.transfermarkt.com/neco-williams/profil/spieler/503680,Right-Back,19,Wales,44,14,0,767
England,Premier League,2020,Liverpool FC,Premier League,England,Konstantinos Tsimikas,https://www.transfermarkt.com/konstantinos-tsimikas/profil/spieler/338070,Left-Back,24,Greece,33,7,0,227
England,Premier League,2020,Liverpool FC,Premier League,England,Andrew Robertson,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,Left-Back,26,Scotland,52,50,1,4321
England,Premier League,2020,Liverpool FC,Premier League,England,Ozan Kabak,https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260,Centre-Back,20,Türkiye,14,13,0,1124
England,Premier League,2020,Liverpool FC,Premier League,England,Nat Phillips,https://www.transfermarkt.com/nat-phillips/profil/spieler/371814,Centre-Back,23,England,36,20,1,1725
England,Premier League,2020,Liverpool FC,Premier League,England,Ben Davies,https://www.transfermarkt.com/ben-davies/profil/spieler/257097,Centre-Back,24,England,8,0,0,0
England,Premier League,2020,Liverpool FC,Premier League,England,Rhys Williams,https://www.transfermarkt.com/rhys-williams/profil/spieler/503679,Centre-Back,19,England,39,19,0,1352
England,Premier League,2020,Liverpool FC,Premier League,England,Billy Koumetio,https://www.transfermarkt.com/billy-koumetio/profil/spieler/696324,Centre-Back,17,France,6,1,0,45
England,Premier League,2020,Liverpool FC,Premier League,England,Joel Matip,https://www.transfermarkt.com/joel-matip/profil/spieler/82105,Centre-Back,28,Cameroon,14,12,1,866
England,Premier League,2020,Liverpool FC,Premier League,England,Curtis Jones,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,Central Midfield,19,England,50,34,4,1921
England,Premier League,2020,Liverpool FC,Premier League,England,Harvey Elliott,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,Attacking Midfield,17,England,3,1,0,57
England,Premier League,2020,Liverpool FC,Premier League,England,Fabinho,https://www.transfermarkt.com/fabinho/profil/spieler/225693,Defensive Midfield,26,Brazil,43,42,0,3435
England,Premier League,2020,Liverpool FC,Premier League,England,Marko Grujić,https://www.transfermarkt.com/marko-grujic/profil/spieler/222813,Defensive Midfield,24,Serbia,3,2,1,180
England,Premier League,2020,Liverpool FC,Premier League,England,Georginio Wijnaldum,https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499,Central Midfield,29,Netherlands,52,51,3,3925
England,Premier League,2020,Liverpool FC,Premier League,England,Jordan Henderson,https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651,Defensive Midfield,30,England,30,28,1,2119
England,Premier League,2020,Liverpool FC,Premier League,England,Alex Oxlade-Chamberlain,https://www.transfermarkt.com/alex-oxlade-chamberlain/profil/spieler/143424,Central Midfield,26,England,31,17,1,288
England,Premier League,2020,Liverpool FC,Premier League,England,Xherdan Shaqiri,https://www.transfermarkt.com/xherdan-shaqiri/profil/spieler/86792,Attacking Midfield,28,Switzerland,37,22,1,820
England,Premier League,2020,Liverpool FC,Premier League,England,Leighton Clarkson,https://www.transfermarkt.com/leighton-clarkson/profil/spieler/470606,Attacking Midfield,18,England,8,1,0,90
England,Premier League,2020,Liverpool FC,Premier League,England,James Milner,https://www.transfermarkt.com/james-milner/profil/spieler/3333,Central Midfield,34,England,41,36,0,1753
England,Premier League,2020,Liverpool FC,Premier League,England,Naby Keïta,https://www.transfermarkt.com/naby-keita/profil/spieler/302215,Central Midfield,25,Guinea,25,16,0,714
England,Premier League,2020,Liverpool FC,Premier League,England,Ben Woodburn,https://www.transfermarkt.com/ben-woodburn/profil/spieler/344015,Attacking Midfield,20,Wales,3,0,0,0
England,Premier League,2020,Liverpool FC,Premier League,England,Jake Cain,https://www.transfermarkt.com/jake-cain/profil/spieler/565420,Central Midfield,18,England,11,0,0,0
England,Premier League,2020,Liverpool FC,Premier League,England,Thiago Alcántara,https://www.transfermarkt.com/thiago-alcantara/profil/spieler/60444,Central Midfield,29,Spain,31,30,1,2205
England,Premier League,2020,Liverpool FC,Premier League,England,Mohamed Salah,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,Right Winger,28,Egypt,51,51,31,4178
England,Premier League,2020,Liverpool FC,Premier League,England,Diogo Jota,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950,Centre-Forward,23,Portugal,30,30,13,1764
England,Premier League,2020,Liverpool FC,Premier League,England,Takumi Minamino,https://www.transfermarkt.com/takumi-minamino/profil/spieler/165793,Left Winger,25,Japan,31,17,4,746
England,Premier League,2020,Liverpool FC,Premier League,England,Harry Wilson,https://www.transfermarkt.com/harry-wilson/profil/spieler/279455,Right Winger,23,Wales,2,1,0,90
England,Premier League,2020,Liverpool FC,Premier League,England,Sadio Mané,https://www.transfermarkt.com/sadio-mane/profil/spieler/200512,Left Winger,28,Senegal,48,48,16,3722
England,Premier League,2020,Liverpool FC,Premier League,England,Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,Centre-Forward,28,Brazil,48,48,9,3372
England,Premier League,2020,Liverpool FC,Premier League,England,Rhian Brewster,https://www.transfermarkt.com/rhian-brewster/profil/spieler/406560,Centre-Forward,20,England,1,1,0,1
England,Premier League,2020,Liverpool FC,Premier League,England,Divock Origi,https://www.transfermarkt.com/divock-origi/profil/spieler/148368,Centre-Forward,25,Belgium,38,17,1,537
England,Premier League,2020,Liverpool FC,Premier League,England,Sheyi Ojo,https://www.transfermarkt.com/sheyi-ojo/profil/spieler/236510,Right Winger,23,England,0,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Kepa Arrizabalaga,https://www.transfermarkt.com/kepa-arrizabalaga/profil/spieler/192279,Goalkeeper,25,Spain,53,14,0,1215
England,Premier League,2020,Chelsea FC,Premier League,England,Edouard Mendy,https://www.transfermarkt.com/edouard-mendy/profil/spieler/442531,Goalkeeper,28,Senegal,48,44,0,3915
England,Premier League,2020,Chelsea FC,Premier League,England,Nathan Baxter,https://www.transfermarkt.com/nathan-baxter/profil/spieler/342050,Goalkeeper,21,England,1,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Karlo Ziger,https://www.transfermarkt.com/karlo-ziger/profil/spieler/526258,Goalkeeper,19,Croatia,4,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Jamal Blackman,https://www.transfermarkt.com/jamal-blackman/profil/spieler/128898,Goalkeeper,26,England,0,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Willy Caballero,https://www.transfermarkt.com/willy-caballero/profil/spieler/19948,Goalkeeper,38,Argentina,26,2,0,180
England,Premier League,2020,Chelsea FC,Premier League,England,Tino Livramento,https://www.transfermarkt.com/tino-livramento/profil/spieler/503981,Right-Back,17,England,2,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Reece James,https://www.transfermarkt.com/reece-james/profil/spieler/472423,Right-Back,20,England,55,47,1,3275
England,Premier League,2020,Chelsea FC,Premier League,England,Ethan Ampadu,https://www.transfermarkt.com/ethan-ampadu/profil/spieler/392771,Centre-Back,19,Wales,0,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Antonio Rüdiger,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202,Centre-Back,27,Germany,51,34,1,2948
England,Premier League,2020,Chelsea FC,Premier League,England,Fikayo Tomori,https://www.transfermarkt.com/fikayo-tomori/profil/spieler/303254,Centre-Back,22,England,14,4,0,235
England,Premier League,2020,Chelsea FC,Premier League,England,Ben Chilwell,https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125,Left-Back,23,England,55,42,4,3358
England,Premier League,2020,Chelsea FC,Premier League,England,Andreas Christensen,https://www.transfermarkt.com/andreas-christensen/profil/spieler/196948,Centre-Back,24,Denmark,38,27,0,2160
England,Premier League,2020,Chelsea FC,Premier League,England,Kurt Zouma,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,Centre-Back,25,France,55,36,5,2949
England,Premier League,2020,Chelsea FC,Premier League,England,Emerson,https://www.transfermarkt.com/emerson/profil/spieler/181778,Left-Back,25,Italy,42,15,1,791
England,Premier League,2020,Chelsea FC,Premier League,England,Marcos Alonso,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515,Left-Back,29,Spain,37,17,2,1252
England,Premier League,2020,Chelsea FC,Premier League,England,César Azpilicueta,https://www.transfermarkt.com/cesar-azpilicueta/profil/spieler/57500,Centre-Back,30,Spain,59,43,1,3619
England,Premier League,2020,Chelsea FC,Premier League,England,Jake Clarke-Salter,https://www.transfermarkt.com/jake-clarke-salter/profil/spieler/316551,Centre-Back,22,England,0,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Thiago Silva,https://www.transfermarkt.com/thiago-silva/profil/spieler/29241,Centre-Back,35,Brazil,36,34,2,2744
England,Premier League,2020,Chelsea FC,Premier League,England,Conor Gallagher,https://www.transfermarkt.com/conor-gallagher/profil/spieler/488362,Central Midfield,20,England,0,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Mason Mount,https://www.transfermarkt.com/mason-mount/profil/spieler/346483,Attacking Midfield,21,England,56,54,9,4243
England,Premier League,2020,Chelsea FC,Premier League,England,Mateo Kovacic,https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,Central Midfield,26,Croatia,46,42,0,2693
England,Premier League,2020,Chelsea FC,Premier League,England,Billy Gilmour,https://www.transfermarkt.com/billy-gilmour/profil/spieler/423744,Defensive Midfield,19,Scotland,30,11,0,696
England,Premier League,2020,Chelsea FC,Premier League,England,Ruben Loftus-Cheek,https://www.transfermarkt.com/ruben-loftus-cheek/profil/spieler/202886,Central Midfield,24,England,1,1,0,61
England,Premier League,2020,Chelsea FC,Premier League,England,Jorginho,https://www.transfermarkt.com/jorginho/profil/spieler/102017,Defensive Midfield,28,Italy,56,43,8,3300
England,Premier League,2020,Chelsea FC,Premier League,England,Ross Barkley,https://www.transfermarkt.com/ross-barkley/profil/spieler/131978,Central Midfield,26,England,5,3,1,130
England,Premier League,2020,Chelsea FC,Premier League,England,Tino Anjorin,https://www.transfermarkt.com/tino-anjorin/profil/spieler/433181,Attacking Midfield,18,England,7,3,0,111
England,Premier League,2020,Chelsea FC,Premier League,England,N'Golo Kanté,https://www.transfermarkt.com/ngolo-kante/profil/spieler/225083,Defensive Midfield,29,France,50,48,0,3151
England,Premier League,2020,Chelsea FC,Premier League,England,Lewis Bate,https://www.transfermarkt.com/lewis-bate/profil/spieler/587003,Central Midfield,17,England,1,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Kai Havertz,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,Centre-Forward,21,Germany,50,45,9,2520
England,Premier League,2020,Chelsea FC,Premier League,England,Christian Pulisic,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779,Right Winger,21,United States,46,43,6,2454
England,Premier League,2020,Chelsea FC,Premier League,England,Callum Hudson-Odoi,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,Left Winger,19,England,53,37,5,1853
England,Premier League,2020,Chelsea FC,Premier League,England,Tammy Abraham,https://www.transfermarkt.com/tammy-abraham/profil/spieler/331726,Centre-Forward,22,England,46,32,12,1535
England,Premier League,2020,Chelsea FC,Premier League,England,Timo Werner,https://www.transfermarkt.com/timo-werner/profil/spieler/170527,Left Winger,24,Germany,58,52,12,3833
England,Premier League,2020,Chelsea FC,Premier League,England,Hakim Ziyech,https://www.transfermarkt.com/hakim-ziyech/profil/spieler/217111,Right Winger,27,Morocco,46,39,6,1907
England,Premier League,2020,Chelsea FC,Premier League,England,Michy Batshuayi,https://www.transfermarkt.com/michy-batshuayi/profil/spieler/179184,Centre-Forward,26,Belgium,0,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Olivier Giroud,https://www.transfermarkt.com/olivier-giroud/profil/spieler/82442,Centre-Forward,33,France,56,31,11,1203
England,Premier League,2020,Chelsea FC,Premier League,England,Charly Musonda Jr.,https://www.transfermarkt.com/charly-musonda-jr-/profil/spieler/177862,Left Winger,23,Belgium,0,0,0,0
England,Premier League,2020,Chelsea FC,Premier League,England,Izzy Brown,https://www.transfermarkt.com/izzy-brown/profil/spieler/245805,Left Winger,23,England,0,0,0,0
England,Premier League,2020,Manchester United,Premier League,England,Dean Henderson,https://www.transfermarkt.com/dean-henderson/profil/spieler/258919,Goalkeeper,23,England,61,26,0,2325
England,Premier League,2020,Manchester United,Premier League,England,David de Gea,https://www.transfermarkt.com/david-de-gea/profil/spieler/59377,Goalkeeper,29,Spain,51,36,0,3225
England,Premier League,2020,Manchester United,Premier League,England,Joel Pereira,https://www.transfermarkt.com/joel-pereira/profil/spieler/192611,Goalkeeper,24,Portugal,0,0,0,0
England,Premier League,2020,Manchester United,Premier League,England,Nathan Bishop,https://www.transfermarkt.com/nathan-bishop/profil/spieler/495033,Goalkeeper,20,England,3,0,0,0
England,Premier League,2020,Manchester United,Premier League,England,Sergio Romero,https://www.transfermarkt.com/sergio-romero/profil/spieler/30690,Goalkeeper,33,Argentina,0,0,0,0
England,Premier League,2020,Manchester United,Premier League,England,Lee Grant,https://www.transfermarkt.com/lee-grant/profil/spieler/13460,Goalkeeper,37,England,21,0,0,0
England,Premier League,2020,Manchester United,Premier League,England,Diogo Dalot,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,Right-Back,21,Portugal,2,1,0,90
England,Premier League,2020,Manchester United,Premier League,England,Aaron Wan-Bissaka,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,Right-Back,22,DR Congo,58,54,2,4709
England,Premier League,2020,Manchester United,Premier League,England,Harry Maguire,https://www.transfermarkt.com/harry-maguire/profil/spieler/177907,Centre-Back,27,England,54,52,2,4654
England,Premier League,2020,Manchester United,Premier League,England,Luke Shaw,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288,Left-Back,24,England,51,47,1,3635
England,Premier League,2020,Manchester United,Premier League,England,Victor Lindelöf,https://www.transfermarkt.com/victor-lindelof/profil/spieler/184573,Centre-Back,25,Sweden,54,45,1,4029
England,Premier League,2020,Manchester United,Premier League,England,Teden Mengi,https://www.transfermarkt.com/teden-mengi/profil/spieler/548470,Centre-Back,18,England,5,0,0,0
England,Premier League,2020,Manchester United,Premier League,England,Axel Tuanzebe,https://www.transfermarkt.com/axel-tuanzebe/profil/spieler/342046,Right-Back,22,DR Congo,50,19,0,923
England,Premier League,2020,Manchester United,Premier League,England,Alex Telles,https://www.transfermarkt.com/alex-telles/profil/spieler/255755,Left-Back,27,Brazil,50,24,0,1761
England,Premier League,2020,Manchester United,Premier League,England,Eric Bailly,https://www.transfermarkt.com/eric-bailly/profil/spieler/286384,Centre-Back,26,Cote d'Ivoire,39,21,0,1706
England,Premier League,2020,Manchester United,Premier League,England,Brandon Williams,https://www.transfermarkt.com/brandon-williams/profil/spieler/507700,Left-Back,19,England,40,14,0,662
England,Premier League,2020,Manchester United,Premier League,England,Will Fish,https://www.transfermarkt.com/will-fish/profil/spieler/640245,Centre-Back,17,England,2,1,0,1
England,Premier League,2020,Manchester United,Premier League,England,Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,Right-Back,22,Netherlands,11,3,0,108
England,Premier League,2020,Manchester United,Premier League,England,Phil Jones,https://www.transfermarkt.com/phil-jones/profil/spieler/117996,Centre-Back,28,England,0,0,0,0
England,Premier League,2020,Manchester United,Premier League,England,Bruno Fernandes,https://www.transfermarkt.com/bruno-fernandes/profil/spieler/240306,Attacking Midfield,25,Portugal,59,58,28,4585
England,Premier League,2020,Manchester United,Premier League,England,Scott McTominay,https://www.transfermarkt.com/scott-mctominay/profil/spieler/315969,Central Midfield,23,Scotland,54,49,7,3428
England,Premier League,2020,Manchester United,Premier League,England,Hannibal,https://www.transfermarkt.com/hannibal/profil/spieler/607224,Attacking Midfield,17,Tunisia,1,1,0,8
England,Premier League,2020,Manchester United,Premier League,England,Fred,https://www.transfermarkt.com/fred/profil/spieler/191614,Central Midfield,27,Brazil,57,48,1,3747
England,Premier League,2020,Manchester United,Premier League,England,Paul Pogba,https://www.transfermarkt.com/paul-pogba/profil/spieler/122153,Central Midfield,27,France,45,42,6,2862
England,Premier League,2020,Manchester United,Premier League,England,Donny van de Beek,https://www.transfermarkt.com/donny-van-de-beek/profil/spieler/288255,Central Midfield,23,Netherlands,54,36,1,1460
England,Premier League,2020,Manchester United,Premier League,England,Jesse Lingard,https://www.transfermarkt.com/jesse-lingard/profil/spieler/141660,Attacking Midfield,27,England,10,3,0,179
England,Premier League,2020,Manchester United,Premier League,England,Nemanja Matic,https://www.transfermarkt.com/nemanja-matic/profil/spieler/74683,Defensive Midfield,31,Serbia,59,36,0,1999
England,Premier League,2020,Manchester United,Premier League,England,Ethan Galbraith,https://www.transfermarkt.com/ethan-galbraith/profil/spieler/433991,Central Midfield,19,Northern Ireland,1,0,0,0
England,Premier League,2020,Manchester United,Premier League,England,Juan Mata,https://www.transfermarkt.com/juan-mata/profil/spieler/44068,Attacking Midfield,32,Spain,43,18,3,861
England,Premier League,2020,Manchester United,Premier League,England,Marcus Rashford,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Left Winger,22,England,59,57,21,4148
England,Premier League,2020,Manchester United,Premier League,England,Amad Diallo,https://www.transfermarkt.com/amad-diallo/profil/spieler/536835,Right Winger,17,Cote d'Ivoire,22,8,1,264
England,Premier League,2020,Manchester United,Premier League,England,Anthony Elanga,https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189,Right Winger,18,Sweden,5,2,1,156
England,Premier League,2020,Manchester United,Premier League,England,Mason Greenwood,https://www.transfermarkt.com/mason-greenwood/profil/spieler/532826,Right Winger,18,England,57,52,12,3150
England,Premier League,2020,Manchester United,Premier League,England,Daniel James,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Right Winger,22,Wales,48,26,5,1521
England,Premier League,2020,Manchester United,Premier League,England,Facundo Pellistri,https://www.transfermarkt.com/facundo-pellistri/profil/spieler/676318,Right Winger,18,Uruguay,2,0,0,0
England,Premier League,2020,Manchester United,Premier League,England,Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,Centre-Forward,24,France,37,36,7,2423
England,Premier League,2020,Manchester United,Premier League,England,Shola Shoretire,https://www.transfermarkt.com/shola-shoretire/profil/spieler/640026,Left Winger,16,England,9,3,0,24
England,Premier League,2020,Manchester United,Premier League,England,Edinson Cavani,https://www.transfermarkt.com/edinson-cavani/profil/spieler/48280,Centre-Forward,33,Uruguay,39,39,17,2182
England,Premier League,2020,Manchester United,Premier League,England,Odion Ighalo,https://www.transfermarkt.com/odion-ighalo/profil/spieler/62121,Centre-Forward,31,Nigeria,11,4,0,158
England,Premier League,2020,Tottenham Hotspur,Premier League,England,Paulo Gazzaniga,https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488,Goalkeeper,28,Argentina,2,0,0,0
England,Premier League,2020,Tottenham Hotspur,Premier League,England,Hugo Lloris,https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965,Goalkeeper,33,France,53,48,0,4380
England,Premier League,2020,Tottenham Hotspur,Premier League,England,Brandon Austin,https://www.transfermarkt.com/brandon-austin/profil/spieler/428016,Goalkeeper,21,England,4,0,0,0
England,Premier League,2020,Tottenham Hotspur,Premier League,England,Alfie Whiteman,https://www.transfermarkt.com/alfie-whiteman/profil/spieler/282823,Goalkeeper,21,England,5,1,0,8
England,Premier League,2020,Tottenham Hotspur,Premier League,England,Joe Hart,https://www.transfermarkt.com/joe-hart/profil/spieler/40204,Goalkeeper,33,England,58,10,0,892
England,Premier League,2020,Tottenham Hotspur,Premier League,England,Davinson Sánchez,https://www.transfermarkt.com/davinson-sanchez/profil/spieler/341429,Centre-Back,24,Colombia,47,32,2,2789
